연번,관리번호,위치,설치장소,기구명,데이터기준일
399,소양면-신원리-상리마을-17,소양면 신원리 305-7,상리마을 경로당 옆,자전거타기+공중걷기+큰활차돌리기,2023-02-01
400,구이면-평촌리-하척마을,구이면 평촌리 1052-24,구이노인요양원 맞은편,허리돌리기,2023-02-01
401,구이면-평촌리-하척마을,구이면 평촌리 1052-24,구이노인요양원 맞은편,공중걷기,2023-02-01
402,구이면-평촌리-하척마을,구이면 평촌리 1052-24,구이노인요양원 맞은편,원그리기,2023-02-01
403,구이면-평촌리-하척마을,구이면 평촌리 1052-24,구이노인요양원 맞은편,파도타기,2023-02-01
404,구이면-평촌리-하척마을,구이면 평촌리 1052-24,구이노인요양원 맞은편,작은활차,2023-02-01
405,구이면-덕천리-원덕천마을,구이면 덕천리 561-2,원덕천마을경로당,원그리기,2023-02-01
406,구이면-덕천리-원덕천마을,구이면 덕천리 561-2,원덕천마을경로당,공중걷기,2023-02-01
407,구이면-덕천리-구암마을,구이면 덕천리 1070-18,구암마을 모정,워킹트레이너머신,2023-02-01
408,구이면-덕천리-구암마을,구이면 덕천리 1070-18,구암마을 모정,싸이클머신,2023-02-01
409,구이면-덕천리-구암마을,구이면 덕천리 1070-18,구암마을 모정,오버헤드폴리머신,2023-02-01
410,구이면-덕천리-구암마을,구이면 덕천리 1070-18,구암마을 모정,트위스트,2023-02-01
411,구이면-덕천리-지등마을,지등마을 모정,지등마을 모정,공중걷기,2023-02-01
412,구이면-덕천리-지등마을,지등마을 모정,지등마을 모정,앞으로밀기,2023-02-01
413,구이면-덕천리-지등마을,지등마을 모정,지등마을 모정,입식싸이클,2023-02-01
414,구이면-덕천리-지등마을,지등마을 모정,지등마을 모정,허리돌리기,2023-02-01
415,구이면-덕천리-지등마을,지등마을 모정,지등마을 모정,원그리기,2023-02-01
416,구이면-두현리-두방마을,구이면 두현리 336-11,두방마을 입구 모정,자유평행봉,2023-02-01
417,구이면-두현리-두방마을,구이면 두현리 336-11,두방마을 입구 모정,온몸허리돌리기,2023-02-01
418,구이면-두현리-두방마을,구이면 두현리 336-11,두방마을 입구 모정,하늘걷기,2023-02-01
419,구이면-두현리-두방마을,구이면 두현리 336-11,두방마을 입구 모정,옆파도타기,2023-02-01
420,구이면-원기리-상학마을,구이면 원기리915-1,구이면 원기리915-1,구름걷기,2023-02-01
421,구이면-원기리-상학마을,구이면 원기리915-1,구이면 원기리915-1,허리돌리기,2023-02-01
422,구이면-원기리-모악호수마을,구이면 원기리 1245,경로당 옆,허리돌리기,2023-02-01
423,구이면-원기리-모악호수마을,구이면 원기리 1245,경로당 옆,윗몸일으키기,2023-02-01
424,구이면-원기리-모악호수마을,구이면 원기리 1245,경로당 옆,양팔당기기,2023-02-01
425,구이면-원기리-모악호수마을,구이면 원기리 1245,경로당 옆,파도타기,2023-02-01
426,구이면-원기리-모악호수마을,구이면 원기리 1245,경로당 옆,앉아다리밀기,2023-02-01
427,구이면-항가리-망산마을,구이면 항가리 1022-2,옆 모정,트위스트,2023-02-01
428,구이면-항가리-망산마을,구이면 항가리 1022-2,옆 모정,하체흔들기,2023-02-01
429,구이면-항가리-망산마을,구이면 항가리 1022-2,옆 모정,입식싸이클,2023-02-01
430,구이면-계곡리-교동마을,구이면 계곡리 214,경로회관 옆,온몸들어올리기,2023-02-01
431,구이면-계곡리-교동마을,구이면 계곡리 214,경로회관 옆,하늘걷기,2023-02-01
432,구이면-계곡리-교동마을,구이면 계곡리 214,경로회관 옆,옆회전운동,2023-02-01
433,구이면-계곡리-교동마을,구이면 계곡리 214,경로회관 옆,허리돌리기,2023-02-01
434,구이면-백여리-대모마을,구이면 백여리 280-3,대모경로회관,원그리기,2023-02-01
435,구이면-백여리-대모마을,구이면 백여리 280-3,대모경로회관,하늘걷기,2023-02-01
436,구이면-백여리-대모마을,구이면 백여리 280-3,대모경로회관,옆회전운동,2023-02-01
437,구이면-백여리-대모마을,구이면 백여리 280-3,대모경로회관,허리돌리기,2023-02-01
438,구이면-안덕리-미치마을,구이면 안덕리 219,구이면 안덕리 219,원그리기,2023-02-01
439,구이면-안덕리-미치마을,구이면 안덕리 219,구이면 안덕리 219,허리돌리기,2023-02-01
440,구이면-안덕리-미치마을,구이면 안덕리 219,구이면 안덕리 219,옆회전운동,2023-02-01
441,구이면-안덕리-미치마을,구이면 안덕리 219,구이면 안덕리 219,하늘걷기,2023-02-01
442,고산면-읍내리-만경강수변생태공원-1,고산면 읍내리 900,고산면 읍내리 900,온몸근육풀기,2023-02-01
443,고산면-읍내리-만경강수변생태공원-1,고산면 읍내리 900,고산면 읍내리 900,어깨근육풀기,2023-02-01
444,고산면-읍내리-만경강수변생태공원-1,고산면 읍내리 900,고산면 읍내리 900,하늘걷기,2023-02-01
445,고산면-읍내리-만경강수변생태공원-1,고산면 읍내리 900,고산면 읍내리 900,옆파도타기,2023-02-01
446,고산면-읍내리-만경강수변생태공원-1,고산면 읍내리 900,고산면 읍내리 900,온몸허리돌리기,2023-02-01
447,고산면-서봉리-생활체육공원-1,고산면 서봉리 728,고산면 서봉리 728,허리돌리기,2023-02-01
448,고산면-서봉리-생활체육공원-1,고산면 서봉리 728,고산면 서봉리 728,어깨근육풀기,2023-02-01
449,고산면-서봉리-생활체육공원-1,고산면 서봉리 728,고산면 서봉리 728,파도타기,2023-02-01
450,고산면-서봉리-생활체육공원-1,고산면 서봉리 728,고산면 서봉리 728,큰활차돌리기,2023-02-01
451,고산면-서봉리-생활체육공원-1,고산면 서봉리 728,고산면 서봉리 728,철봉,2023-02-01
452,고산면-서봉리-생활체육공원-1,고산면 서봉리 728,고산면 서봉리 728,평행봉,2023-02-01
453,고산면-서봉리-생활체육공원-1,고산면 서봉리 728,고산면 서봉리 728,발판,2023-02-01
454,고산면-양야리-인풍마을-1,고산면 양야리 128,인풍경로당 앞 공터,윗몸일으키기,2023-02-01
455,고산면-양야리-인풍마을-1,고산면 양야리 128,인풍경로당 앞 공터,일립티컬,2023-02-01
456,고산면-어우리-어우마을-1,고산면 어우리 759-6,어우삼거리 앞 쉼터,파도타기,2023-02-01
457,고산면-어우리-어우마을-1,고산면 어우리 759-6,어우삼거리 앞 쉼터,허리돌리기,2023-02-01
458,고산면-어우리-어우마을-1,고산면 어우리 759-6,어우삼거리 앞 쉼터,활차돌리기,2023-02-01
459,고산면-어우리-어우마을-1,고산면 어우리 759-6,어우삼거리 앞 쉼터,달리기,2023-02-01
460,고산면-어우리-어우마을-1,고산면 어우리 759-6,어우삼거리 앞 쉼터,윗몸일으키기,2023-02-01
461,고산면-삼기리-상삼마을-1,고산면 삼기리 569-1,상삼경로당 앞 공터,활차돌리기,2023-02-01
462,고산면-삼기리-상삼마을-1,고산면 삼기리 569-1,상삼경로당 앞 공터,트위스트,2023-02-01
463,고산면-삼기리-종암마을-1,고산면 삼기리 308-5,종암경로당 앞 공터,스카이워킹,2023-02-01
464,고산면-삼기리-종암마을-1,고산면 삼기리 308-5,종암경로당 앞 공터,허리돌리기,2023-02-01
465,고산면-삼기리-종암마을-1,고산면 삼기리 308-5,종암경로당 앞 공터,터닝암,2023-02-01
466,고산면-삼기리-종암마을-1,고산면 삼기리 308-5,종암경로당 앞 공터,윗몸일으키기,2023-02-01
467,고산면-소향리-안남마을-1,고산면 소향리 756-1,안남경로당 앞 공터,사이드플라잉,2023-02-01
468,고산면-소향리-안남마을-1,고산면 소향리 756-1,안남경로당 앞 공터,바디터닝,2023-02-01
469,고산면-소향리-신상마을-1,고산면 소향리 274-24,소향경로당 옆 공터,활차돌리기,2023-02-01
470,고산면-소향리-신상마을-1,고산면 소향리 274-24,소향경로당 옆 공터,허리돌리기,2023-02-01
471,고산면-소향리-운용마을-1,고산면 소향리 397-10,운용경로당 앞 공터,활차머신,2023-02-01
472,고산면-소향리-운용마을-1,고산면 소향리 397-10,운용경로당 앞 공터,허리돌리기,2023-02-01
473,고산면-소향리-대향마을-1,고산면 소향리 430-9,대향마을 공터,구름걷기,2023-02-01
474,고산면-소향리-대향마을-1,고산면 소향리 430-9,대향마을 공터,활차머신,2023-02-01
475,고산면-오산리-신당마을-1,고산면 오산리 48-1,신당경로당 앞 공터,하늘걷기,2023-02-01
476,고산면-오산리-신당마을-1,고산면 오산리 48-1,신당경로당 앞 공터,달리기,2023-02-01
477,고산면-오산리-동봉마을-1,고산면 오산리 277-1,동봉경로당 앞 공터,구름걷기,2023-02-01
478,고산면-오산리-동봉마을-1,고산면 오산리 277-1,동봉경로당 앞 공터,허리돌리기,2023-02-01
479,고산면-오산리-오산마을-1,고산면 성재리 160-1,오산경로당 앞 공터,허리돌리기,2023-02-01
480,고산면-오산리-오산마을-1,고산면 성재리 160-1,오산경로당 앞 공터,활차돌리기,2023-02-01
481,고산면-읍내리-상리마을-1,고산면 읍내리 361,읍내경로당 앞 공터,허리돌리기,2023-02-01
482,고산면-읍내리-상리마을-1,고산면 읍내리 361,읍내경로당 앞 공터,활차머신,2023-02-01
483,고산면-읍내리-교전마을-1,고산면 읍내리 153-1,세심정 하천변,등허리지압기,2023-02-01
484,고산면-읍내리-교전마을-1,고산면 읍내리 153-1,세심정 하천변,가로하늘타기,2023-02-01
485,고산면-읍내리-교전마을-1,고산면 읍내리 153-1,세심정 하천변,원그리기,2023-02-01
486,고산면-읍내리-교전마을-1,고산면 읍내리 153-1,세심정 하천변,허리돌리기,2023-02-01
487,고산면-읍내리-관동마을-1,고산면 읍내리 688,고산중앙교회 옆 추억의 광장,하늘걷기,2023-02-01
488,고산면-읍내리-관동마을-1,고산면 읍내리 688,고산중앙교회 옆 추억의 광장,허리돌리기,2023-02-01
489,고산면-읍내리-관동마을-1,고산면 읍내리 688,고산중앙교회 옆 추억의 광장,활차머신,2023-02-01
490,비봉면-봉산리-원봉산마을-1,전라북도 완주군 비봉면 봉산길 48,원봉산 경로회관 앞,원돌리기(대·소),2023-02-01
491,비봉면-봉산리-원봉산마을-1,전라북도 완주군 비봉면 봉산길 48,원봉산 경로회관 앞,양다리운동·마라톤,2023-02-01
492,비봉면-봉산리-죽산마을-1,전라북도 완주군 비봉면 죽산길 11,죽산마을 모정 공터,작은·큰 활차머신,2023-02-01
493,비봉면-봉산리-죽산마을-1,전라북도 완주군 비봉면 죽산길 11,죽산마을 모정 공터,허리돌리기,2023-02-01
494,비봉면-소농리-문장마을-1,전라북도 완주군 비봉면 문장길 76,문장마을 경로회관 앞,하늘걷기,2023-02-01
495,비봉면-소농리-문장마을-1,전라북도 완주군 비봉면 문장길 76,문장마을 경로회관 앞,큰·작은 원그리기,2023-02-01
496,비봉면-소농리-문장마을-2,전라북도 완주군 비봉면 문장길 12-16,비봉 생활체육공원 게이트볼장 앞,허리돌리기,2023-02-01
497,비봉면-소농리-문장마을-2,전라북도 완주군 비봉면 문장길 12-16,비봉 생활체육공원 게이트볼장 앞,말타기,2023-02-01
498,비봉면-소농리-문장마을-2,전라북도 완주군 비봉면 문장길 12-16,비봉 생활체육공원 게이트볼장 앞,달리기,2023-02-01
499,비봉면-소농리-문장마을-2,전라북도 완주군 비봉면 문장길 12-16,비봉 생활체육공원 게이트볼장 앞,가로하늘타기,2023-02-01
500,비봉면-소농리-문장마을-2,전라북도 완주군 비봉면 문장길 12-16,비봉 생활체육공원 게이트볼장 앞,앉아밀어주기,2023-02-01
501,비봉면-소농리-문장마을-2,전라북도 완주군 비봉면 문장길 12-16,비봉 생활체육공원 게이트볼장 앞,자유평행봉,2023-02-01
502,비봉면-소농리-문장마을-2,전라북도 완주군 비봉면 문장길 12-16,비봉 생활체육공원 게이트볼장 앞,원돌리기,2023-02-01
503,비봉면-소농리-평치마을-1,전라북도 완주군 비봉면 비봉소농길 6,신기방기 놀이터 앞,양회전운동,2023-02-01
504,비봉면-소농리-평치마을-1,전라북도 완주군 비봉면 비봉소농길 6,신기방기 놀이터 앞,양다리운동,2023-02-01
505,비봉면-소농리-평치마을-1,전라북도 완주군 비봉면 비봉소농길 6,신기방기 놀이터 앞,노젓기운동,2023-02-01
506,비봉면-내월리-중리마을-1,전라북도 완주군 비봉면 내월길 9,달이실 체험농장 내,윗몸일으키기·말타기,2023-02-01
507,비봉면-내월리-중리마을-1,전라북도 완주군 비봉면 내월길 9,달이실 체험농장 내,온몸노젓기,2023-02-01
508,비봉면-내월리-중리마을-1,전라북도 완주군 비봉면 내월길 9,달이실 체험농장 내,자유평행봉·등허리지압기,2023-02-01
509,비봉면-내월리-중리마을-1,전라북도 완주군 비봉면 내월길 9,달이실 체험농장 내,원그리기,2023-02-01
510,비봉면-내월리-중리마을-1,전라북도 완주군 비봉면 내월길 9,달이실 체험농장 내,온몸허리돌리기·허리돌리기,2023-02-01
511,비봉면-내월리-천호마을-1,전라북도 완주군 비봉면 다리실길 38,천호마을 모정 옆,등허리지압기+자유평행봉,2023-02-01
512,비봉면-내월리-천호마을-1,전라북도 완주군 비봉면 다리실길 38,천호마을 모정 옆,온몸노젓기,2023-02-01
513,비봉면-내월리-천호마을-1,전라북도 완주군 비봉면 다리실길 38,천호마을 모정 옆,윗몸일으키기+말타기,2023-02-01
514,비봉면-내월리-천호마을-1,전라북도 완주군 비봉면 다리실길 38,천호마을 모정 옆,큰활차머신,2023-02-01
515,비봉면-내월리-천호마을-1,전라북도 완주군 비봉면 다리실길 38,천호마을 모정 옆,온몸허리돌리기+허리돌리기,2023-02-01
516,비봉면-대치리-대상마을-1,전라북도 완주군 비봉면 대치리 484,대상마을 모정 옆,옆파도타기+원그리기,2023-02-01
517,비봉면-대치리-대상마을-1,전라북도 완주군 비봉면 대치리 484,대상마을 모정 옆,허리돌리기+양다리운동,2023-02-01
518,비봉면-대치리-대흥마을-1,전라북도 완주군 비봉면 대치리 703,대흥마을 모정 앞,마라톤운동,2023-02-01
519,비봉면-대치리-대흥마을-1,전라북도 완주군 비봉면 대치리 703,대흥마을 모정 앞,구름걷기,2023-02-01
520,비봉면-백도리-현암마을-1,전라북도 완주군 비봉면 백도리 산198,현암마을 모정 앞,옆파도타기+양다리운동,2023-02-01
521,비봉면-백도리-현암마을-1,전라북도 완주군 비봉면 백도리 산198,현암마을 모정 앞,허리돌리기+원그리기,2023-02-01
522,비봉면-백도리-현암마을-1,전라북도 완주군 비봉면 백도리 산198,현암마을 모정 앞,마라톤운동,2023-02-01
523,비봉면-백도리-자암마을-1,전라북도 완주군 비봉면 이수백로 213-10,자암마을 경로회관 앞,파도타기+구름걷기,2023-02-01
524,비봉면-백도리-자암마을-1,전라북도 완주군 비봉면 이수백로 213-10,자암마을 경로회관 앞,허리돌리기,2023-02-01
525,비봉면-백도리-신기마을-1,전라북도 완주군 비봉면 이수백로 363-8,신기마을 생태공원주차장 옆,양다리운동,2023-02-01
526,비봉면-백도리-신기마을-1,전라북도 완주군 비봉면 이수백로 363-8,신기마을 생태공원주차장 옆,원그리기,2023-02-01
527,비봉면-백도리-신기마을-1,전라북도 완주군 비봉면 이수백로 363-8,신기마을 생태공원주차장 옆,허리돌리기,2023-02-01
528,비봉면-수선리-원수선마을-1,전라북도 완주군 비봉면 수선리 90-12,원수선마을 둥구나무 옆,양다리운동,2023-02-01
529,비봉면-수선리-원수선마을-1,전라북도 완주군 비봉면 수선리 90-12,원수선마을 둥구나무 옆,허리돌리기,2023-02-01
530,비봉면-수선리-부수마을-1,전라북도 완주군 비봉면 반곡서원길 130,부수마을 경로회관 앞,허리돌리기,2023-02-01
531,비봉면-수선리-부수마을-1,전라북도 완주군 비봉면 반곡서원길 130,부수마을 경로회관 앞,가로하늘타기,2023-02-01
532,운주면-산북리-신복마을-001,운주면 산북신복길 164,신복경로당 앞 공터,구름걷기,2023-02-01
533,운주면-산북리-신복마을-001,운주면 산북신복길 164,신복경로당 앞 공터,허리돌리기,2023-02-01
534,운주면-산북리-기동마을-002,운주면 산북리 611-67,대둔산도립공원 내,터닝 트위스트,2023-02-01
535,운주면-산북리-기동마을-002,운주면 산북리 611-67,대둔산도립공원 내,크로스컨트리,2023-02-01
536,운주면-산북리-기동마을-002,운주면 산북리 611-67,대둔산도립공원 내,풀웨이트,2023-02-01
537,운주면-완창리-원완창마은-003,운주면 완창리 397-1,원완창마을 놀이터,공중걷기,2023-02-01
538,운주면-완창리-원완창마은-003,운주면 완창리 397-1,원완창마을 놀이터,허리돌리기,2023-02-01
539,운주면-장선리-덕동마을-004,운주면 장선리 197,운주생활체육공원,워킹트레이너머신,2023-02-01
540,운주면-장선리-덕동마을-004,운주면 장선리 197,운주생활체육공원,스윙워커머신,2023-02-01
541,운주면-장선리-덕동마을-004,운주면 장선리 197,운주생활체육공원,레그프레스머신,2023-02-01
542,운주면-장선리-덕동마을-004,운주면 장선리 197,운주생활체육공원,큰활차머신,2023-02-01
543,운주면-장선리-덕동마을-004,운주면 장선리 197,운주생활체육공원,싣업머신,2023-02-01
544,운주면-장선리-덕동마을-004,운주면 장선리 197,운주생활체육공원,등허리지압기,2023-02-01
545,운주면-장선리-덕동마을-004,운주면 장선리 197,운주생활체육공원,파도타기,2023-02-01
546,운주면 장선리 내촌마을 005,운주면 장선리 551-8,내촌경로당 맞은편 공터,트위스트,2023-02-01
547,운주면 장선리 내촌마을 005,운주면 장선리 551-8,내촌경로당 맞은편 공터,스윙워커머신,2023-02-01
548,화산면-화평리-상고성마을-1,화산면 화평리 산 28,고성산 쉼터,써핑롤링머신,2023-02-01
549,화산면-화평리-상고성마을-1,화산면 화평리 산 28,고성산 쉼터,허리돌리기,2023-02-01
550,화산면-화평리-상고성마을-1,화산면 화평리 산 28,고성산 쉼터,스윙워커머신,2023-02-01
551,화산면-화평리-상고성마을-1,화산면 화평리 산 28,고성산 쉼터,체스트풀머신,2023-02-01
552,화산면-화평리-상고성마을-1,화산면 화평리 산 28,고성산 쉼터,평행봉,2023-02-01
553,화산면-화평리-상고성마을-1,화산면 화평리 산 28,고성산 쉼터,철봉,2023-02-01
554,화산면-화월리-정자마을-1,화산면 화월리 산 5-1,화산면 화월리 산 5-1,다리운동,2023-02-01
555,화산면-화월리-정자마을-1,화산면 화월리 산 5-1,화산면 화월리 산 5-1,철봉,2023-02-01
556,화산면-화월리-정자마을-1,화산면 화월리 산 5-1,화산면 화월리 산 5-1,허리돌리기,2023-02-01
557,화산면-화월리-정자마을-1,화산면 화월리 산 5-1,화산면 화월리 산 5-1,평행봉,2023-02-01
558,화산면-화월리-정자마을-1,화산면 화월리 산 5-1,화산면 화월리 산 5-1,벌집,2023-02-01
559,화산면-운곡리-부현마을-1,부현경로당 앞,부현경로당 앞,구름걷기,2023-02-01
560,화산면-운곡리-부현마을-1,부현경로당 앞,부현경로당 앞,파도타기,2023-02-01
561,화산면-우월리-봉황마을-1,봉황경로당 옆,봉황경로당 옆,하늘걷기,2023-02-01
562,화산면-우월리-봉황마을-1,봉황경로당 옆,봉황경로당 옆,상체근육풀기,2023-02-01
563,화산면-춘산리-예곡마을-1,예곡경로당 옆,예곡경로당 옆,팔관절운동,2023-02-01
564,화산면-춘산리-예곡마을-1,예곡경로당 옆,예곡경로당 옆,달리기,2023-02-01
565,동상면-신월리-거인마을-1,동상면 동상로 1447,경로회관 앞,공중걷기,2023-02-01
566,동상면-신월리-거인마을-1,동상면 동상로 1447,경로회관 앞,허리돌리기,2023-02-01
567,동상면-신월리-용연마을-1,동상면 동상주천로 162,경로회관 앞,하늘걷기,2023-02-01
568,동상면-신월리-용연마을-1,동상면 동상주천로 162,경로회관 앞,허리돌리기,2023-02-01
569,동상면-사봉리-묵계마을-1,동상면 사봉리 950-4,마을모정 옆,작은활차머신,2023-02-01
570,동상면-사봉리-묵계마을-1,동상면 사봉리 950-4,마을모정 옆,허리돌리기,2023-02-01
571,동상면-사봉리-시평마을-1,동상면 사봉리 532,연석산 주차장 내,달리기+공중걷기,2023-02-01
572,동상면-사봉리-시평마을-1,동상면 사봉리 532,연석산 주차장 내,허리돌리기+전신허리돌리기,2023-02-01
573,동상면-수만리-입석마을-1,경로회관 앞,경로회관 앞,구름걷기,2023-02-01
574,동상면-수만리-입석마을-1,경로회관 앞,경로회관 앞,허리돌리기,2023-02-01
575,동상면-수만리-학동마을-1,동상면 수만리 429,학동마을 주차장,원그리기,2023-02-01
576,동상면-수만리-학동마을-1,동상면 수만리 429,학동마을 주차장,윗몸일으키기,2023-02-01
577,동상면-수만리-학동마을-1,동상면 수만리 429,학동마을 주차장,허리돌리기,2023-02-01
578,동상면-수만리-다자마을-1,동상면 수만길 239-1,마을모정 옆,앉아다리밀기,2023-02-01
579,동상면-수만리-다자마을-1,동상면 수만길 239-1,마을모정 옆,양팔줄당기기,2023-02-01
580,동상면-대아리-산천마을-1,동상면 대아리 313,경로회관 앞,하늘걷기,2023-02-01
581,동상면-대아리-산천마을-1,동상면 대아리 313,경로회관 앞,파도타기,2023-02-01
582,동상면-대아리-산천마을-1,동상면 대아리 313,경로회관 앞,허리돌리기,2023-02-01
583,동상면-대아리-은천마을-1,동상면 은천길 5,경로회관 옆,다리로밀기+허리돌리기,2023-02-01
584,동상면-대아리-은천마을-1,동상면 은천길 5,경로회관 옆,작은활차머신,2023-02-01
585,경천면-용복리-석장마을-1,경로회관 옆 공터,경로회관 옆 공터,허리돌리기,2023-02-01
586,경천면-용복리-석장마을-1,경로회관 옆 공터,경로회관 옆 공터,작은활차머신,2023-02-01
587,경천면-용복리-석장마을-1,경로회관 옆 공터,경로회관 옆 공터,하늘걷기,2023-02-01
588,경천면-용복리-석장마을-1,경로회관 옆 공터,경로회관 옆 공터,파도타기,2023-02-01
589,경천면-용복리-신덕마을-2,경로당 앞,경로당 앞,공중걷기,2023-02-01
590,경천면-용복리-신덕마을-2,경로당 앞,경로당 앞,달리기,2023-02-01
591,경천면-용복리-신덕마을-2,경로당 앞,경로당 앞,하늘걷기,2023-02-01
592,경천면-용복리-신덕마을-2,경로당 앞,경로당 앞,파도타기,2023-02-01
593,경천면-용복리-신덕마을-2,경로당 앞,경로당 앞,활차,2023-02-01
594,경천면-용복리-신덕마을-2,경로당 앞,경로당 앞,허리돌리기,2023-02-01
595,경천면-용복리-원용복마을-3,경로당 옆,경로당 옆,큰활차,2023-02-01
596,경천면-용복리-원용복마을-3,경로당 옆,경로당 옆,작은활차,2023-02-01
597,경천면-용복리-원용복마을-3,경로당 옆,경로당 옆,허리돌리기,2023-02-01
598,경천면-용복리-원용복마을-3,경로당 옆,경로당 옆,전신허리돌리기,2023-02-01
599,경천면-용복리-원용복마을-3,경로당 옆,경로당 옆,자전거타기,2023-02-01
600,경천면-용복리-원용복마을-3,경로당 옆,경로당 옆,지엽마사지,2023-02-01
601,경천면-용복리-원용복마을-3,경로당 옆,경로당 옆,하늘걷기,2023-02-01
602,경천면-용복리-원용복마을-3,경로당 옆,경로당 옆,파도타기,2023-02-01
603,경천면-용복리-만수동마을-4,경로당 옆,경로당 옆,하늘걷기,2023-02-01
604,경천면-용복리-만수동마을-4,경로당 옆,경로당 옆,파도타기,2023-02-01
605,경천면-용복리-만수동마을-4,경로당 옆,경로당 옆,활차,2023-02-01
606,경천면-용복리-만수동마을-4,경로당 옆,경로당 옆,허리돌리기,2023-02-01
607,경천면-용복리-만수동마을-4,경로당 옆,경로당 옆,작은활차,2023-02-01
608,경천면-용복리-만수동마을-4,경로당 옆,경로당 옆,허리돌리기,2023-02-01
609,경천면-가천리-구재마을-5,경로당 옆,경로당 옆,공중걷기,2023-02-01
610,경천면-가천리-구재마을-5,경로당 옆,경로당 옆,작은활차,2023-02-01
611,경천면-가천리-구재마을-5,경로당 옆,경로당 옆,허리돌리기,2023-02-01
612,경천면-가천리-구재마을-5,경로당 옆,경로당 옆,큰활차,2023-02-01
613,경천면-가천리-원가천마을-6,경로당 옆,경로당 옆,활차,2023-02-01
614,경천면-가천리-원가천마을-6,경로당 옆,경로당 옆,앉아다리밀기,2023-02-01
615,경천면-가천리-원가천마을-6,경로당 옆,경로당 옆,가로하늘타기,2023-02-01
616,경천면-가천리-원가천마을-6,경로당 옆,경로당 옆,말타기,2023-02-01
617,경천면-가천리-원가천마을-6,경로당 옆,경로당 옆,윗몸일으키기,2023-02-01
618,경천면-가천리-원가천마을-6,경로당 옆,경로당 옆,원그리기,2023-02-01
619,경천면-가천리-원가천마을-6,경로당 옆,경로당 옆,팔관절운동,2023-02-01
620,경천면-가천리-요동마을-7,경로당 옆,경로당 옆,큰활차,2023-02-01
621,경천면-가천리-요동마을-7,경로당 옆,경로당 옆,작은활차,2023-02-01
622,경천면-가천리-요동마을-7,경로당 옆,경로당 옆,허리돌리기,2023-02-01
623,경천면-가천리-요동마을-7,경로당 옆,경로당 옆,전신허리돌리기,2023-02-01
624,경천면-가천리-요동마을-7,경로당 옆,경로당 옆,허리돌리기,2023-02-01
625,경천면-가천리-요동마을-7,경로당 옆,경로당 옆,구름걷기,2023-02-01
626,경천면-경천리-죽림마을-8,경로당 옆,경로당 옆,가로하늘타기,2023-02-01
627,경천면-경천리-죽림마을-8,경로당 옆,경로당 옆,허리돌리기,2023-02-01
628,경천면-경천리-죽림마을-8,경로당 옆,경로당 옆,3인허리돌리기,2023-02-01
629,경천면-경천리-오복마을-9,경로당 옆 및 생활체육공원 앞,경로당 옆 및 생활체육공원 앞,큰활차,2023-02-01
630,경천면-경천리-오복마을-9,경로당 옆 및 생활체육공원 앞,경로당 옆 및 생활체육공원 앞,트위스트,2023-02-01
631,경천면-경천리-오복마을-9,경로당 옆 및 생활체육공원 앞,경로당 옆 및 생활체육공원 앞,윗몸일으키기,2023-02-01
632,경천면-경천리-오복마을-9,경로당 옆 및 생활체육공원 앞,경로당 옆 및 생활체육공원 앞,신업,2023-02-01
633,경천면-경천리-오복마을-9,경로당 옆 및 생활체육공원 앞,경로당 옆 및 생활체육공원 앞,스윙워커,2023-02-01
634,경천면-경천리-오복마을-9,경로당 옆 및 생활체육공원 앞,경로당 옆 및 생활체육공원 앞,워킹트레이너,2023-02-01
635,경천면-경천리-오복마을-9,경로당 옆 및 생활체육공원 앞,경로당 옆 및 생활체육공원 앞,달리기+하늘걷기,2023-02-01
636,경천면-경천리-갱금마을-10,경로당 옆,경로당 옆,윗몸일으키기,2023-02-01
637,경천면-경천리-갱금마을-10,경로당 옆,경로당 옆,자유허리돌리기,2023-02-01
638,경천면-경천리-갱금마을-10,경로당 옆,경로당 옆,가로하늘타기,2023-02-01
638,경천면-경천리-갱금마을-10,경로당 옆,경로당 옆,허리돌리기,2023-02-01
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
